Gender,Age,Openness,Neuroticism,Conscientiousness,Agreeableness,Extraversion,Personality (Class label)
Female,62,9,1,2,8,8,Serious
Male,59,2,7,10,7,6,Serious
Female,39,1,9,8,1,3,Lively
Male,34,3,8,6,9,8,Lively
Female,20,4,3,9,10,3,Dependable
Male,22,8,6,1,6,6,Dependable
Female,23,6,9,1,7,7,Dependable
Male,45,1,4,1,10,4,Extraverted
Female,48,3,8,9,1,2,Extraverted
Male,58,9,6,8,5,7,Serious
Female,55,1,4,9,1,6,Extraverted
Male,37,7,9,8,6,2,Responsible
Female,45,4,10,5,8,5,Extraverted
Male,56,10,4,10,2,5,Serious
Female,37,10,2,2,10,3,Responsible
Male,36,3,9,4,7,1,Lively
Female,21,6,5,10,8,1,Dependable
Male,60,4,9,2,8,6,Serious
Female,27,5,4,8,5,9,Dependable
Male,47,8,2,8,6,3,Extraverted
Female,35,6,2,2,3,8,Lively
Male,55,5,10,5,7,3,Serious
Female,40,5,3,6,10,1,Responsible
Male,20,2,9,9,4,10,Dependable
Female,57,5,1,4,4,6,Serious
Male,46,8,8,9,7,4,Extraverted
Female,28,10,5,4,9,9,Dependable
Male,22,10,4,7,10,9,Dependable
Female,51,4,1,5,2,3,Extraverted
Male,47,10,5,9,10,2,Responsible
Female,33,8,3,4,5,1,Responsible
Male,23,6,8,7,1,8,Dependable
Female,55,6,8,7,4,1,Serious
Male,39,4,3,8,9,4,Lively
Female,29,3,1,10,4,2,Lively
Male,58,10,2,6,2,10,Serious
Female,56,9,1,10,7,1,Serious
Male,33,4,9,6,7,4,Lively
Female,21,5,9,4,9,7,Dependable
Male,43,8,4,2,9,1,Responsible
Female,52,10,8,10,1,5,Extraverted
Male,33,7,3,4,10,2,Responsible
Female,51,3,7,7,1,5,Extraverted
Male,39,8,9,9,7,3,Responsible
Female,40,4,5,7,5,3,Lively
Male,60,8,8,4,3,1,Serious
Female,24,6,2,5,2,8,Dependable
Male,41,9,1,6,10,8,Responsible
Female,40,1,2,1,8,8,Lively
Male,63,10,5,8,2,7,Serious
Female,41,6,6,1,10,10,Responsible
Male,60,4,6,4,10,8,Serious
Female,38,4,10,10,2,2,Lively
Male,43,6,1,5,1,8,Extraverted
Female,33,9,9,1,2,1,Responsible
Male,41,5,3,2,9,4,Responsible
Female,42,4,2,1,5,8,Extraverted
Male,30,4,2,3,9,4,Lively
Female,54,5,10,5,6,6,Extraverted
Male,40,3,8,10,6,2,Lively
Female,56,6,4,2,3,5,Serious
Male,18,7,10,9,7,9,Dependable
Female,48,5,2,1,5,10,Extraverted
Male,42,5,6,5,1,4,Responsible
Female,47,10,4,4,2,3,Responsible
Male,47,9,8,4,8,9,Extraverted
Female,20,1,3,5,9,6,Dependable
Male,37,7,1,5,5,9,Responsible
Female,37,2,10,3,9,8,Lively
Male,28,9,6,8,5,6,Dependable
Female,24,9,8,3,3,9,Dependable
Male,32,2,7,10,5,4,Lively
Female,36,5,3,5,2,8,Lively
Male,25,1,7,6,4,4,Dependable
Female,64,7,7,8,5,9,Serious
Male,63,7,2,1,1,9,Serious
Female,57,6,9,6,8,5,Serious
Male,21,7,2,8,9,10,Dependable
Female,42,9,7,9,2,8,Responsible
Male,21,1,6,5,1,8,Dependable
Female,34,1,3,4,8,2,Lively
Male,54,2,7,6,7,6,Extraverted
Female,57,9,10,2,1,10,Serious
Male,39,9,3,1,10,2,Responsible
Female,54,3,10,1,9,5,Extraverted
Male,25,2,6,5,7,6,Dependable
Female,53,6,3,8,7,4,Extraverted
Male,53,6,4,8,7,8,Extraverted
Female,22,4,4,10,8,2,Dependable
Male,37,9,2,10,5,5,Responsible
Female,61,2,10,3,7,4,Serious
Male,38,8,6,7,2,2,Responsible
Female,25,4,3,7,2,6,Dependable
Male,59,2,10,5,4,9,Serious
Female,19,5,9,5,3,5,Dependable
Male,41,3,2,3,1,8,Lively
Female,25,10,7,1,3,10,Dependable
Male,62,3,10,5,5,7,Serious
Female,33,3,8,6,8,6,Lively
Male,43,3,1,5,6,10,Extraverted
Female,25,7,7,4,7,2,Dependable
Male,28,6,1,7,3,3,Dependable
Female,37,1,10,10,10,4,Lively
Male,27,4,9,7,2,3,Dependable
Female,41,1,2,8,3,3,Lively
Male,41,7,9,6,3,5,Responsible
Female,49,2,4,4,6,8,Extraverted
Male,46,3,4,4,1,10,Extraverted
Female,25,5,7,7,3,4,Dependable
Male,58,1,3,1,10,6,Serious
Female,28,7,6,7,3,3,Dependable
Male,37,10,6,6,3,7,Responsible
Female,62,10,6,4,2,1,Serious
Male,64,10,3,5,7,10,Serious
Female,53,4,9,10,3,8,Extraverted
Male,33,9,5,8,10,7,Responsible
Female,38,8,8,8,6,4,Responsible
Male,64,2,6,8,2,6,Serious
Female,30,6,7,3,10,6,Dependable
Male,59,7,8,2,8,7,Serious
Female,42,4,9,8,1,2,Extraverted
Male,49,6,7,9,4,8,Extraverted
Female,45,1,7,8,1,2,Extraverted
Male,40,8,9,8,9,3,Responsible
Female,46,6,9,8,2,3,Extraverted
Male,62,9,3,9,6,4,Serious
Female,54,2,9,3,10,4,Extraverted
Male,42,9,6,5,3,10,Responsible
Female,42,1,5,3,9,4,Lively
Male,38,3,1,6,5,8,Lively
Female,32,7,6,10,8,3,Responsible
Male,40,1,4,5,2,4,Lively
Female,28,1,9,6,8,3,Lively
Male,35,1,1,8,1,8,Lively
Female,32,5,8,3,7,1,Lively
Male,54,3,10,4,10,7,Extraverted
Female,42,7,6,10,4,2,Responsible
Male,34,10,9,5,7,2,Responsible
Female,42,10,5,3,1,9,Responsible
Male,27,4,8,6,10,6,Dependable
Female,59,6,2,9,9,6,Serious
Male,18,5,3,2,7,5,Dependable
Female,50,7,9,6,1,1,Extraverted
Male,33,6,2,6,1,3,Responsible
Female,56,10,6,4,10,8,Serious
Male,24,9,6,9,2,2,Dependable
Female,50,5,7,1,5,10,Extraverted
Male,30,3,10,3,4,1,Lively
Female,34,3,7,2,8,7,Lively
Male,46,8,1,3,9,10,Extraverted
Female,48,7,10,7,1,9,Extraverted
Male,55,6,9,5,7,4,Serious
Female,24,5,2,5,10,7,Dependable
Male,31,2,2,6,3,2,Lively
Female,18,3,3,8,6,8,Dependable
Male,45,6,3,3,4,1,Extraverted
Female,30,3,5,7,6,5,Lively
Male,50,4,2,8,10,5,Extraverted
Female,40,2,2,4,5,4,Lively
Male,55,3,5,3,10,7,Serious
Female,53,3,8,8,7,2,Extraverted
Male,58,1,4,3,1,2,Serious
Female,45,1,6,5,8,4,Extraverted
Male,36,1,1,6,6,3,Lively
Female,46,3,3,5,8,7,Extraverted
Male,21,9,9,9,10,3,Dependable
Female,41,8,3,6,5,9,Responsible
Male,30,4,9,5,6,5,Lively
Female,27,10,4,1,6,10,Dependable
Male,57,9,4,1,2,5,Serious
Female,47,7,10,4,2,1,Extraverted
Male,64,2,9,2,3,1,Serious
Female,38,3,9,6,10,8,Lively
Male,21,1,4,2,8,6,Dependable
Female,24,6,4,7,2,5,Dependable
Male,42,1,7,2,4,4,Lively
Female,34,2,2,9,5,3,Lively
Male,27,8,6,9,8,10,Dependable
Female,59,4,8,4,6,3,Serious
Male,49,1,4,4,3,3,Extraverted
Female,50,1,6,3,3,8,Extraverted
Male,20,7,4,5,4,3,Dependable
Female,64,10,2,1,5,5,Serious
Male,19,4,5,3,7,3,Dependable
Female,41,1,1,9,1,10,Lively
Male,54,8,9,9,5,2,Serious
Female,33,7,1,10,7,1,Responsible
Male,23,4,10,9,10,4,Dependable
Female,44,8,8,6,2,7,Responsible
Male,40,4,9,4,9,10,Lively
Female,51,1,5,1,1,5,Extraverted
Male,59,1,8,1,9,2,Serious
Female,26,8,7,9,2,10,Dependable
Male,54,5,4,9,10,10,Extraverted
Female,63,4,1,2,8,7,Serious
Male,42,2,6,4,6,8,Lively
Female,34,5,4,4,9,4,Lively
Male,23,1,1,10,9,2,Dependable
Female,41,7,5,8,2,3,Responsible
Male,36,10,10,9,5,2,Responsible
Female,22,4,1,4,5,9,Dependable
Male,48,5,2,8,9,4,Extraverted
Female,29,7,2,6,7,5,Dependable
Male,46,2,4,8,8,1,Extraverted
Female,51,6,6,10,3,6,Extraverted
Male,27,6,2,3,7,5,Dependable
Female,39,6,3,1,3,7,Responsible
Male,37,3,4,9,3,10,Lively
Female,46,1,6,1,9,4,Extraverted
Male,30,8,2,8,1,8,Dependable
Female,27,3,8,8,4,7,Dependable
Male,37,9,3,5,10,7,Responsible
Female,35,10,10,2,8,2,Responsible
Male,42,2,1,2,8,7,Lively
Female,59,2,10,9,3,9,Serious
Male,36,2,6,9,6,1,Lively
Female,51,4,5,7,9,7,Extraverted
Male,37,1,10,8,1,9,Lively
Female,36,2,3,3,2,8,Lively
Male,43,10,5,6,7,1,Responsible
Female,28,7,7,10,5,7,Dependable
Male,20,4,2,5,1,4,Dependable
Female,19,10,7,10,9,5,Dependable
Male,41,7,2,3,1,6,Responsible
Female,47,2,2,5,9,2,Extraverted
Male,24,9,6,6,9,5,Dependable
Female,19,10,5,7,7,7,Dependable
Male,53,7,8,8,8,3,Extraverted
Female,33,7,2,10,6,1,Responsible
Male,50,5,3,5,2,4,Extraverted
Female,29,5,2,6,7,3,Dependable
Male,40,5,5,8,10,8,Lively
Female,42,5,5,3,6,8,Extraverted
Male,46,1,7,9,7,4,Extraverted
Female,40,1,2,4,3,6,Lively
Male,24,5,8,3,7,2,Dependable
Female,21,5,9,10,5,1,Dependable
Male,19,2,5,2,10,6,Dependable
Female,37,2,1,10,4,8,Lively
Male,61,1,2,10,5,6,Serious
Female,63,4,3,9,1,5,Serious
Male,55,7,4,1,2,3,Serious
Female,62,4,3,3,5,7,Serious
Male,37,5,1,2,8,9,Lively
Female,58,3,6,5,5,5,Serious
Male,59,2,9,1,1,2,Serious
Female,51,2,10,7,2,8,Extraverted
Male,41,6,3,8,4,3,Responsible
Female,37,5,7,2,6,9,Lively
Male,57,8,4,10,1,5,Serious
Female,39,1,5,4,6,10,Lively
Male,38,10,5,6,7,10,Responsible
Female,64,10,7,5,10,8,Serious
Male,32,10,1,10,4,9,Responsible
Female,26,2,2,5,10,10,Dependable
Male,49,2,8,1,2,7,Extraverted
Female,45,2,8,4,2,9,Extraverted
Male,49,2,2,10,1,1,Extraverted
Female,18,8,8,9,8,9,Dependable
Male,25,4,7,10,9,2,Dependable
Female,56,5,4,7,4,9,Serious
Male,28,1,10,8,2,1,Lively
Female,64,3,4,7,6,6,Serious
Male,19,8,10,9,10,3,Dependable
Female,23,1,10,7,4,3,Dependable
Male,54,9,7,10,8,2,Serious
Female,62,10,8,10,3,7,Serious
Male,26,6,7,3,1,1,Dependable
Female,37,2,4,2,10,6,Lively
Male,40,9,5,2,2,10,Responsible
Female,18,10,8,9,2,9,Dependable
Male,22,4,5,6,7,5,Dependable
Female,44,10,5,3,2,10,Responsible
Male,20,3,10,8,4,3,Dependable
Female,35,4,6,8,9,10,Lively
Male,53,7,9,4,8,10,Extraverted
Female,53,2,5,1,1,7,Extraverted
Male,39,7,9,9,4,6,Responsible
Female,19,5,2,10,4,1,Dependable
Male,23,2,9,9,10,1,Dependable
Female,51,4,3,9,6,5,Extraverted
Male,38,2,8,6,10,9,Lively
Female,51,4,5,2,9,5,Extraverted
Male,36,1,7,7,3,2,Lively
Female,36,4,7,9,2,1,Lively
Male,27,2,5,3,10,6,Dependable
Female,43,10,6,1,6,3,Responsible
Male,38,6,10,8,10,1,Responsible
Female,18,5,2,2,5,9,Dependable
Male,18,9,7,1,5,4,Dependable
Female,61,7,5,9,9,1,Serious
Male,32,7,10,4,7,3,Responsible
Female,28,5,3,2,5,10,Dependable
Male,44,9,1,9,3,6,Responsible
Female,29,4,10,10,5,6,Lively
Male,63,6,10,10,4,9,Serious
Female,40,9,6,8,7,5,Responsible
Male,38,7,10,1,7,3,Responsible
Female,51,1,3,2,7,4,Extraverted
Male,33,10,2,4,3,6,Responsible
Female,58,1,3,2,4,5,Serious
Male,33,2,8,2,8,9,Lively
Female,23,3,6,5,7,8,Dependable
Male,18,10,1,10,9,4,Dependable
Female,29,3,10,6,4,3,Lively
Male,38,7,8,4,9,2,Responsible
Female,40,8,2,6,5,3,Responsible
Male,33,1,8,5,1,2,Lively
Female,46,2,7,8,8,4,Extraverted
Male,52,6,4,7,9,10,Extraverted
Female,44,4,9,2,8,3,Extraverted
Male,25,6,1,9,6,2,Dependable
Female,36,3,2,7,4,9,Lively
Male,29,1,2,6,5,7,Lively
Female,25,8,10,2,8,4,Dependable
Male,37,5,4,3,1,2,Responsible
Female,22,6,5,3,1,4,Dependable
Male,50,7,2,6,9,9,Extraverted
Female,38,8,3,5,1,9,Responsible
Male,36,9,10,6,8,10,Responsible
Female,49,7,4,9,6,4,Extraverted
Male,24,8,1,3,3,3,Dependable
Female,48,9,9,6,9,3,Extraverted
Male,39,4,8,8,10,3,Lively
Female,60,7,1,10,5,4,Serious
Male,59,8,4,6,10,2,Serious
Female,55,9,4,5,6,6,Serious
Male,36,6,7,8,1,10,Lively
Female,34,1,8,5,5,6,Lively
Male,18,7,9,1,4,7,Dependable
Female,36,4,6,7,4,10,Lively
Male,51,2,1,2,4,8,Extraverted
Female,22,1,3,5,4,5,Dependable
Male,42,3,2,7,1,7,Lively
Female,22,10,2,4,9,2,Dependable
Male,58,1,1,1,2,9,Serious
Female,40,9,6,5,1,6,Responsible
Male,45,1,3,2,2,6,Extraverted
Female,56,9,3,4,8,6,Serious
Male,47,9,6,3,10,8,Extraverted
Female,30,3,2,8,2,10,Lively
Male,28,5,3,2,3,2,Dependable
Female,60,3,1,4,6,6,Serious
Male,33,2,10,5,8,5,Lively
Female,39,6,4,3,3,7,Responsible
Male,53,5,5,1,1,1,Extraverted
Female,29,3,6,7,4,8,Lively
Male,19,1,6,10,5,4,Dependable
Female,35,6,3,6,6,6,Lively
Male,38,10,8,8,9,8,Responsible
Female,28,8,10,5,2,5,Dependable
Male,25,7,6,2,8,1,Dependable
Female,55,3,5,2,6,3,Serious
Male,48,1,4,9,5,6,Extraverted
Female,64,6,8,3,8,7,Serious
Male,42,9,4,5,2,4,Responsible
Female,43,1,10,3,6,8,Extraverted
Male,42,9,9,9,8,7,Responsible
Female,42,3,1,1,7,5,Extraverted
Male,62,8,8,6,8,9,Serious
Female,39,8,8,5,10,9,Responsible
Male,34,5,8,1,8,5,Lively
Female,22,10,1,10,3,8,Dependable
Male,31,4,4,3,9,2,Lively
Female,57,10,3,5,10,5,Serious
Male,27,10,8,8,4,1,Dependable
Female,59,10,2,1,5,8,Serious
Male,53,9,5,1,3,6,Serious
Female,50,5,4,7,3,1,Extraverted
Male,35,10,5,10,1,1,Responsible
Female,33,7,4,4,5,4,Responsible
Male,35,3,5,7,8,7,Lively
Female,27,9,2,1,9,4,Dependable
Male,53,1,5,6,2,2,Extraverted
Female,64,3,8,10,8,6,Serious
Male,63,2,7,9,7,10,Serious
Female,48,3,9,5,6,10,Extraverted
Male,51,1,2,8,6,4,Extraverted
Female,27,3,3,4,1,4,Dependable
Male,45,1,1,2,8,5,Extraverted
Female,43,9,7,5,4,7,Responsible
Male,46,1,2,4,6,7,Extraverted
Female,39,4,2,1,3,10,Lively
Male,51,5,5,5,10,1,Extraverted
Female,31,9,4,5,8,10,Responsible
Male,40,9,9,2,10,3,Responsible
Female,37,2,1,3,1,1,Lively
Male,38,5,9,8,6,5,Lively
Female,45,7,8,6,1,7,Extraverted
Male,31,7,1,8,4,10,Lively
Female,49,10,5,5,2,3,Extraverted
Male,46,8,7,6,8,9,Extraverted
Female,27,2,9,6,6,2,Dependable
Male,36,1,9,6,1,10,Lively
Female,46,8,7,8,10,2,Extraverted
Male,28,3,2,1,8,1,Dependable
Female,34,8,1,4,4,10,Responsible
Male,61,10,4,7,6,1,Serious
Female,40,7,10,7,10,5,Responsible
Male,48,1,2,4,4,9,Extraverted
Female,38,8,1,5,4,7,Responsible
Male,50,1,3,6,3,5,Extraverted
Female,29,9,8,5,4,8,Dependable
Male,38,2,7,1,5,7,Lively
Female,64,2,7,1,2,5,Serious
Male,46,1,5,6,4,4,Extraverted
Female,35,1,4,8,2,8,Lively
Male,37,6,10,4,4,2,Responsible
Female,39,1,4,2,5,10,Lively
Male,19,6,5,4,10,4,Dependable
Female,34,7,10,10,6,4,Responsible
Male,37,4,7,8,9,2,Lively
Female,19,4,10,2,9,7,Dependable
Male,29,3,9,6,6,2,Lively
Female,45,7,5,7,2,8,Extraverted
Male,43,7,1,7,8,1,Responsible
Female,47,9,5,3,4,9,Extraverted
Male,49,9,3,7,9,2,Extraverted
Female,53,1,5,10,1,9,Extraverted
Male,28,6,4,3,10,3,Dependable
Female,34,3,9,3,5,1,Lively
Male,22,9,5,3,10,3,Dependable
Female,62,6,1,6,9,7,Serious
Male,52,3,8,5,6,9,Extraverted
Female,30,8,5,3,2,4,Responsible
Male,31,2,10,1,8,3,Lively
Female,26,10,10,4,5,6,Dependable
Male,58,8,10,4,9,3,Serious
Female,32,7,10,5,6,9,Lively
Male,43,8,4,9,10,3,Responsible
Female,19,10,10,2,4,6,Dependable
Male,40,2,5,10,4,2,Lively
Female,52,1,9,2,10,6,Extraverted
Male,57,1,2,3,4,9,Serious
Female,39,7,2,3,8,7,Responsible
Male,53,6,2,3,4,7,Extraverted
Female,37,1,6,6,9,1,Lively
Male,29,6,6,8,4,1,Dependable
Female,42,9,2,2,4,9,Responsible
Male,47,7,8,6,2,10,Extraverted
Female,23,1,3,2,6,10,Dependable
Male,50,8,1,8,1,1,Extraverted
Female,36,1,7,8,3,2,Lively
Male,53,10,2,8,8,3,Serious
Female,61,2,2,3,8,8,Serious
Male,40,1,8,9,10,8,Lively
Female,57,4,2,7,5,2,Serious
Male,37,3,5,1,7,3,Lively
Female,42,1,6,7,2,9,Lively
Male,53,4,8,5,10,7,Extraverted
Female,20,7,6,5,9,3,Dependable
Male,37,1,8,9,1,10,Lively
Female,41,7,8,4,7,6,Responsible
Male,38,1,5,3,5,10,Lively
Female,26,10,1,6,4,9,Dependable
Male,51,5,9,4,7,5,Extraverted
Female,30,10,7,6,10,7,Responsible
Male,51,5,2,8,10,1,Extraverted
Female,63,1,6,9,4,4,Serious
Male,40,7,3,8,7,5,Responsible
Female,42,3,9,4,1,8,Lively
Male,19,7,5,8,9,7,Dependable
Female,53,2,8,1,8,6,Extraverted
Male,48,3,5,5,5,10,Extraverted
Female,37,5,10,10,4,1,Lively
Male,35,5,7,2,8,1,Lively
Female,32,2,6,4,2,4,Lively
Male,28,5,6,10,1,7,Dependable
Female,52,9,6,6,6,2,Extraverted
Male,57,10,3,3,8,6,Serious
Female,21,10,5,3,10,4,Dependable
Male,25,9,9,3,4,5,Dependable
Female,57,9,2,7,9,5,Serious
Male,34,4,9,1,3,5,Lively
Female,61,9,8,1,10,8,Serious
Male,53,5,4,7,3,8,Extraverted
Female,31,9,1,2,3,10,Responsible
Male,35,4,10,4,1,10,Lively
Female,21,4,6,4,6,9,Dependable
Male,39,4,7,8,8,8,Lively
Female,62,5,5,9,1,4,Serious
Male,19,8,1,4,9,7,Dependable
Female,27,3,9,2,4,10,Dependable
Male,43,3,3,2,3,1,Extraverted
Female,39,5,10,6,8,6,Lively
Male,51,9,9,8,8,10,Extraverted
Female,40,2,6,7,3,10,Lively
Male,58,9,3,5,6,3,Serious
Female,20,5,8,6,6,5,Dependable
Male,37,7,5,5,6,2,Responsible
Female,49,10,8,6,4,4,Extraverted
Male,39,4,1,4,3,7,Lively
Female,56,4,4,10,1,4,Serious
Male,39,3,9,9,2,4,Lively
Female,34,3,4,5,6,3,Lively
Male,64,4,7,8,6,6,Serious
Female,63,5,2,5,8,6,Serious
Male,43,10,7,2,8,10,Responsible
Female,52,6,9,3,9,3,Extraverted
Male,25,2,5,6,4,10,Dependable
Female,60,5,9,6,6,8,Serious
Male,31,9,10,2,9,10,Responsible
Female,57,9,1,1,8,4,Serious
Male,20,5,6,7,2,9,Dependable
Female,37,7,8,9,7,8,Responsible
Male,50,9,7,8,8,10,Extraverted
Female,45,8,4,4,8,5,Extraverted
Male,40,2,8,3,1,9,Lively
Female,59,7,5,5,8,8,Serious
Male,64,9,4,1,10,10,Serious
Female,33,2,8,7,8,7,Lively
Male,19,9,3,3,4,4,Dependable
Female,42,6,7,10,4,5,Responsible
Male,18,4,6,9,5,9,Dependable
Female,54,5,2,4,7,6,Serious
Male,33,9,8,6,1,6,Responsible
Female,51,4,2,2,5,6,Extraverted
Male,37,9,7,10,6,4,Responsible
Female,42,2,7,8,1,2,Lively
Male,61,9,10,3,8,4,Serious
Female,55,4,5,8,7,8,Serious
Male,59,9,10,2,7,4,Serious
Female,35,3,6,6,7,5,Lively
Male,43,2,4,3,6,4,Extraverted
Female,39,6,10,6,8,9,Responsible
Male,18,9,1,1,6,1,Dependable
Female,30,9,1,5,10,1,Responsible
Male,46,10,1,4,9,7,Responsible
Female,32,8,3,10,10,3,Responsible
Male,18,6,10,1,7,10,Dependable
Female,23,8,2,5,2,7,Dependable
Male,55,7,2,9,2,1,Serious
Female,45,6,1,9,8,1,Extraverted
Male,33,9,9,6,1,5,Responsible
Female,21,1,6,1,5,7,Dependable
Male,57,5,10,3,7,9,Serious
Female,37,5,6,8,2,4,Lively
Male,19,1,5,1,7,2,Dependable
Female,55,1,3,10,7,5,Serious
Male,51,2,7,3,5,6,Extraverted
Female,24,10,4,2,9,7,Dependable
Male,43,8,2,6,10,3,Responsible
Female,49,1,5,2,3,3,Extraverted
Male,24,6,7,9,6,10,Dependable
Female,62,1,3,5,7,7,Serious
Male,21,7,9,9,3,4,Dependable
Female,25,8,1,6,4,1,Dependable
Male,53,3,5,9,8,5,Extraverted
Female,55,5,6,5,7,1,Serious
Male,32,6,4,1,6,1,Responsible
Female,47,7,1,5,6,7,Extraverted
Male,54,7,1,10,10,10,Serious
Female,34,3,6,4,9,7,Lively
Male,47,10,4,7,4,9,Extraverted
Female,55,4,8,5,9,10,Serious
Male,21,4,4,9,5,1,Dependable
Female,54,1,9,8,7,10,Extraverted
Male,27,2,9,9,5,9,Lively
Female,37,6,10,10,1,7,Lively
Male,56,10,7,1,1,8,Serious
Female,46,7,6,10,10,8,Extraverted
Male,24,1,10,8,6,3,Dependable
Female,57,2,5,1,2,10,Serious
Male,35,10,3,10,4,3,Responsible
Female,44,8,5,1,10,1,Responsible
Male,55,2,5,1,2,4,Serious
Female,48,10,2,9,5,4,Extraverted
Male,53,7,10,1,8,10,Extraverted
Female,62,3,2,9,5,4,Serious
Male,27,6,8,10,8,9,Dependable
Female,29,1,9,1,4,1,Lively
Male,61,7,6,7,8,6,Serious
Female,30,5,5,1,1,5,Lively
Male,52,9,6,9,5,6,Extraverted
Female,32,1,5,5,5,2,Lively
Male,33,3,5,9,2,3,Lively
Female,18,8,10,1,2,7,Dependable
Male,44,10,7,5,2,6,Responsible
Female,50,5,8,10,9,9,Extraverted
Male,31,6,1,4,5,5,Lively
Female,47,3,4,2,5,5,Extraverted
Male,35,4,8,4,7,9,Lively
Female,58,7,5,9,8,8,Serious
Male,28,5,6,6,2,2,Dependable
Female,31,8,7,4,5,6,Responsible
Male,46,9,4,9,3,10,Extraverted
Female,56,6,10,2,6,9,Serious
Male,27,3,6,3,5,7,Dependable
Female,26,8,2,9,2,5,Dependable
Male,42,5,2,3,2,2,Responsible
Female,26,4,1,3,9,6,Dependable
Male,24,6,9,8,7,4,Dependable
Female,25,6,7,5,1,9,Dependable
Male,54,6,4,6,9,10,Serious
Female,38,7,9,10,1,10,Responsible
Male,22,1,9,5,9,1,Dependable
Female,37,5,4,10,3,7,Lively
Male,20,7,7,2,10,5,Dependable
Female,22,6,6,5,9,4,Dependable
Male,58,6,8,7,9,6,Serious
Female,33,2,2,4,8,3,Lively
Male,52,4,5,6,10,2,Extraverted
Female,29,3,6,10,4,7,Lively
Male,29,3,5,10,8,10,Lively
Female,64,1,5,10,3,6,Serious
Male,62,1,10,9,8,5,Serious
Female,47,4,1,8,2,7,Extraverted
Male,26,7,7,3,4,9,Dependable
Female,30,7,7,9,8,9,Dependable
Male,34,8,9,3,5,4,Responsible
Female,27,7,3,5,3,5,Dependable
Male,28,1,5,2,5,6,Lively
Female,44,9,6,5,8,2,Responsible
Male,56,2,1,10,1,5,Serious
Female,47,4,2,7,2,9,Extraverted
Male,29,10,1,8,5,10,Dependable
Female,50,10,7,1,1,4,Extraverted
Male,53,4,5,5,3,9,Extraverted
Female,51,3,5,4,9,6,Extraverted
Male,57,2,2,4,9,4,Serious
Female,62,7,8,5,7,10,Serious
Male,64,8,6,3,9,2,Serious
Female,55,4,6,8,4,10,Serious
Male,23,2,5,5,2,9,Dependable
Female,33,4,8,4,3,10,Lively
Male,60,8,7,3,7,7,Serious
Female,45,10,2,10,4,2,Responsible
Male,49,3,9,6,8,2,Extraverted
Female,59,9,7,2,2,4,Serious
Male,28,6,1,9,5,3,Dependable
Female,54,6,1,10,6,2,Serious
Male,40,3,8,6,3,6,Lively
Female,51,2,7,10,8,6,Extraverted
Male,45,4,4,6,5,1,Extraverted
Female,59,3,7,7,4,3,Serious
Male,48,4,4,6,7,6,Extraverted
Female,35,7,5,2,10,5,Responsible
Male,63,3,3,2,2,1,Serious
Female,43,4,5,9,9,1,Extraverted
Male,30,4,4,10,3,6,Lively
Female,44,7,8,8,1,2,Responsible
Male,18,2,1,8,8,3,Dependable
Female,62,2,8,3,3,10,Serious
Male,47,10,1,2,2,8,Extraverted
Female,25,1,7,1,1,9,Dependable
Male,18,9,6,8,1,4,Dependable
Female,29,5,10,9,7,1,Dependable
Male,62,9,1,9,10,2,Serious
Female,39,2,2,3,1,10,Lively
Male,22,9,3,3,5,8,Dependable
Female,55,4,6,2,10,1,Serious
Male,55,3,8,10,2,7,Serious
Female,38,10,8,3,7,5,Responsible
Male,21,6,3,7,8,4,Dependable
Female,37,8,4,3,4,8,Responsible
Male,32,4,1,1,2,5,Lively
Female,44,6,6,3,9,6,Extraverted
Male,41,9,1,2,1,3,Responsible
Female,60,9,7,5,9,9,Serious
Male,41,9,5,4,1,1,Responsible
Female,60,5,4,1,10,9,Serious
Male,48,2,4,1,4,10,Extraverted
Female,58,10,1,4,9,7,Serious
Male,37,8,4,9,2,5,Responsible
Female,23,5,4,10,2,10,Dependable
Male,36,6,10,1,6,9,Lively
Female,42,5,2,2,8,9,Extraverted
Male,22,4,1,8,5,10,Dependable
Female,41,10,4,9,9,5,Responsible
Male,51,3,8,10,2,3,Extraverted
Female,32,6,9,2,10,5,Lively
Male,48,1,6,9,6,1,Extraverted
Female,51,6,8,2,9,1,Extraverted
Male,56,5,5,1,2,7,Serious
Female,27,10,1,5,6,6,Dependable
Male,64,5,4,5,10,1,Serious
Female,30,7,1,8,8,7,Dependable
Male,55,2,7,3,6,9,Serious
Female,19,8,5,10,7,8,Dependable
Male,35,4,5,6,9,9,Lively
Female,42,4,1,3,4,5,Extraverted
Male,24,8,5,5,10,3,Dependable
Female,43,7,2,3,1,5,Responsible
Male,30,10,4,6,9,2,Responsible
Female,56,4,3,8,8,5,Serious
Male,25,4,10,6,9,10,Dependable
Female,48,8,8,6,1,6,Extraverted
Male,34,8,9,8,1,1,Responsible
Female,54,2,7,7,7,6,Extraverted
Male,27,6,9,8,10,6,Dependable
Female,25,10,4,2,4,3,Dependable
Male,31,8,4,2,8,10,Responsible
Female,21,9,7,4,9,1,Dependable
Male,52,9,8,5,7,3,Extraverted
Female,43,5,6,5,7,1,Extraverted
Male,44,7,7,10,1,9,Extraverted
Female,35,3,3,3,10,1,Lively
Male,41,6,9,4,1,5,Responsible
Female,42,5,9,6,4,8,Extraverted
Male,48,5,1,9,3,7,Extraverted
Female,18,8,5,3,10,8,Dependable
Male,26,10,1,2,8,10,Dependable
Female,43,4,3,4,6,7,Extraverted
